time (s), velocity (ms^-1), altitude (m)
27.09999999995018,1879.0271527260634,23544.45013475249
27.19999999994995,1887.1430194462482,23732.75905588929
27.299999999949716,1895.257981661598,23921.879520034883
27.399999999949483,1903.3718456844447,24111.811427058303
27.49999999994925,1911.4844161909089,24302.554657378085
27.599999999949016,1919.5954962169606,24494.10907179815
27.699999999948783,1927.7048871546026,24686.474511343873
27.79999999994855,1935.812388748174,24879.65079709738
27.899999999948317,1943.9177990907538,25073.637730032497
27.999999999948084,1952.020914620717,25268.43509084982
28.09999999994785,1960.1215301183777,25464.042639810617
28.199999999947618,1968.2194387027773,25660.46011657108
28.299999999947385,1976.314431828596,25857.687240016137
28.399999999947152,1984.4062992831905,26055.72370809269
28.49999999994692,1992.4948291837527,26254.56919764269
28.599999999946686,2000.5798079746298,26454.223364236343
28.699999999946453,2008.661020424743,26654.68584200429
28.79999999994622,2016.738249625163,26855.95624347014
28.899999999945987,2024.8112769868262,27058.034159382612
28.999999999945754,2032.8798822383646,27260.919158547287
29.09999999994552,2040.9438434241208,27464.610787658265
29.199999999945287,2049.0029369022836,27669.108571129742
29.299999999945054,2057.056937343142,27874.412010927324
29.39999999994482,2065.105617727548,28080.52058639902
29.49999999994459,2073.1487493454842,28287.433754106354
29.599999999944355,2081.186101794781,28495.150947655136
29.699999999944122,2089.217442980025,28703.67157752629
29.79999999994389,2097.242539111597,28912.995030906353
29.899999999943656,2105.2611547048596,29123.12067151801
29.999999999943423,2113.2730525795378,29334.047839450763
30.09999999994319,2121.277993859202,29545.77585099116
30.199999999942957,2129.275737970991,29758.303998453113
30.299999999942724,2137.2660426454377,29971.63155000838
30.39999999994249,2145.2486639164954,30185.75774951684
30.499999999942258,2153.223356121712,30400.681816356842
30.599999999942025,2161.1898719025853,30616.40294525576
30.69999999994179,2169.1479622051083,30832.92030612003
30.79999999994156,2177.097376280434,31050.23304386608
30.899999999941326,2185.0378616857815,31268.340278250434
30.999999999941092,2192.9691642854896,31487.241103700828
31.09999999994086,2200.891028252194,31706.93458914649
31.199999999940626,2208.803196068307,31927.419777849518
31.299999999940393,2216.70540852759,32148.695687235642
31.39999999994016,2224.5974047368863,32370.761308725505
31.499999999939927,2232.4789221181527,32593.61560756609
31.599999999939694,2240.3496964105434,32817.25752266234
31.69999999993946,2248.209461672782,33041.685966409015
31.799999999939228,2256.0579502856613,33266.89982452294
31.899999999938995,2263.8948929547632,33492.897955874694
31.999999999938762,2271.7200187133676,33719.67919232192
32.09999999994208,2279.533054925535,33947.24233854216
32.1999999999454,2287.333727289434,34175.58617186572
32.29999999994872,2295.1217598407557,34404.709442109735
32.39999999995204,2302.8968749564397,34634.610871411685
32.49999999995536,2310.658793358556,34865.28915406397
32.599999999958676,2318.4072341183314,35096.74295634823
32.699999999961996,2326.141914660479,35328.970916371414
32.799999999965316,2333.862550767623,35561.97164389992
32.899999999968635,2341.5688565849987,35795.74372019717
32.999999999971955,2349.2605446252705,36030.28569785888
